timestamp,price,rsi,5EMA,13EMA
1609638480000,32755.47000000,63.04827926968262,32732.558721154022,32694.842279301352
1609638540000,32740.93000000,60.97376442093187,32735.349147436016,32701.42623940116
1609638600000,32750.60000000,61.87229068155975,32740.432764957342,32708.45106234385
1609638660000,32730.00000000,58.76814887108811,32736.95517663823,32711.529482009017
1609638720000,32739.65000000,59.785961474509044,32737.853451092153,32715.546698864873
1609638780000,32711.57000000,55.49326903052402,32729.0923007281,32714.978599027036
1609638840000,32747.28000000,59.47799877334735,32735.15486715207,32719.593084880315
1609638900000,32737.81000000,57.99510738141572,32736.039911434713,32722.195501325983
1609638960000,32701.48000000,52.57924698808635,32724.519940956474,32719.2361439937
1609639020000,32660.88000000,47.26698677249368,32703.306627304315,32710.8995519946
1609639080000,32637.77000000,44.51031988869214,32681.461084869545,32700.45247313823
1609639140000,32585.09000000,38.935816740533426,32649.33738991303,32683.972119832768
1609639200000,32632.89000000,45.594045294097945,32643.85492660869,32676.674674142374
1609639260000,32653.38000000,48.20133596148306,32647.029951072458,32673.346863550607
1609639320000,32672.62000000,50.595517941921976,32655.55996738164,32673.24302590052
1609639380000,32614.09000000,43.941664343026794,32641.736644921093,32664.792593629016
1609639440000,32606.29000000,43.12767631710967,32629.921096614064,32656.435080253443
1609639500000,32589.20000000,41.32154147122561,32616.34739774271,32646.830068788666
1609639560000,32616.70000000,45.2918261263633,32616.464931828472,32642.525773247427
1609639620000,32665.02000000,51.501263969191825,32632.649954552315,32645.73923421208
1609639680000,32709.40000000,56.39642739469111,32658.23330303488,32654.83362932464
1609639740000,32700.00000000,55.12723281917251,32672.155535356585,32661.28596799255
1609639800000,32702.99000000,55.470515818960685,32682.433690237725,32667.243686850758
1609639860000,32635.97000000,46.823752381348655,32666.945793491817,32662.77601730065
1609639920000,32669.33000000,50.92449448070682,32667.740528994545,32663.712300543415
1609639980000,32637.59000000,47.19534734296602,32657.69035266303,32659.980543322927
1609640040000,32641.04000000,47.64413918437928,32652.140235108687,32657.274751419653
1609640100000,32623.27000000,45.49913134152856,32642.516823405793,32652.416929788273
1609640160000,32599.52000000,42.730181990597735,32628.184548937195,32644.860225532804
1609640220000,32622.29000000,46.11594295652424,32626.219699291465,32641.635907599546
1609640280000,32663.96000000,51.738993867948665,32638.799799527642,32644.825063656754
1609640340000,32732.81000000,59.29694181734045,32670.136533018427,32657.394340277217
1609640400000,32699.74000000,54.85343086646902,32680.00435534562,32663.443720237614
1609640460000,32724.13000000,57.389564981180776,32694.712903563748,32672.113188775096
